日期,高锰酸钾指数,化学需氧量,五日生化需氧量,总有机碳,氨氮,色度,电导率,溶解性总固体,浊度,硝酸盐氮,叶绿素a,氟化物
10/5/2021 14:00,6.03,0,3.005,4.5,0,22,0,0,13,3.64,0.27,0.96
10/5/2021 15:00,6.04,0,3.005,4.5,0,22,0,0,13,3.639,0.27,0.96
10/5/2021 16:00,6.05,0,3.005,4.5,0,22,0,0,13,3.638,0.27,0.96
10/5/2021 17:00,6.06,0,3.005,4.5,0,22,0,0,13,3.637,0.27,0.96
10/5/2021 18:00,6.07,0,3.005,4.5,0,22.1,0,0,13,3.6365,0.27,0.96
10/5/2021 19:00,6.08,0,3.01,4.5,0,22.2,0,0,13,3.636,0.27,0.96
10/5/2021 20:00,6.09,0,3.015,4.5,0,22.3,0,0,13,3.6345,0.27,0.96
10/5/2021 21:00,6.1,0,3.015,4.5,0,22.4,0,0,13,3.6335,0.27,0.96
10/5/2021 22:00,6.1,0,3.015,4.5,0,22.5,0,0,13,3.6345,0.27,0.96
10/5/2021 23:00,6.1,0,3.015,4.5,0,22.6,0,0,13,3.6345,0.27,0.96
10/6/2021 0:00,6.1,0,3.015,4.5,0,22.7,0,0,13,3.636,0.27,0.96
10/6/2021 1:00,6.1,0,3.02,4.51,0,22.8,0,0,13,3.6345,0.27,0.96
10/6/2021 2:00,6.1,0,3.025,4.52,0,22.9,0,0,13,3.636,0.27,0.96
10/6/2021 2:30,6.1,0,3.03,4.53,0,23,0,0,13,3.6365,0.27,0.96
10/6/2021 3:00,6.1,0,3.035,4.54,0,23,0,0,13,3.636,0.27,0.96
10/6/2021 4:00,6.11,0,3.035,4.55,0,23,0,0,13,3.635,0.27,0.96
10/6/2021 5:00,6.12,0,3.04,4.56,0,23,0,0,13,3.635,0.27,0.96
10/6/2021 6:00,6.13,0,3.04,4.57,0,23,0,0,13,3.631,0.27,0.96
10/6/2021 7:00,6.14,0,3.045,4.58,0,23,0,0,13,3.6325,0.27,0.96
10/6/2021 8:00,6.15,0,3.05,4.59,0,23,0,0,13,3.6325,0.27,0.96
10/6/2021 9:00,6.16,0,3.055,4.6,0,23,0,0,13,3.6325,0.27,0.96
10/6/2021 10:00,6.17,0,3.055,4.6,0,23,0,0,13,3.632,0.27,0.96
10/6/2021 11:00,6.18,0,3.06,4.6,0,23,0,0,13,3.6325,0.27,0.96
10/6/2021 12:00,6.19,0,3.065,4.6,0,23,0,0,13,3.631,0.27,0.96
10/6/2021 13:00,6.2,0,3.07,4.6,0,23,0,0,13,3.632,0.27,0.96
10/6/2021 14:00,6.2,0,3.07,4.6,0,23,0,0,13,3.6315,0.27,0.96
10/6/2021 15:00,6.2,0,3.07,4.6,0,23,0,0,13,3.6315,0.27,0.96
10/6/2021 16:00,6.2,0,3.075,4.6,0,23,0,0,13,3.629,0.27,0.96
10/6/2021 17:00,6.2,0,3.08,4.6,0,23,0,0,13,3.6285,0.27,0.96
10/6/2021 18:00,6.2,0,3.085,4.6,0,23,0,0,13,3.6275,0.27,0.96
10/6/2021 19:00,6.2,0,3.09,4.6,0,23,0,0,13,3.6265,0.27,0.96
10/6/2021 20:00,6.2,0,3.09,4.6,0,23,0,0,13,3.6275,0.27,0.96
10/6/2021 21:00,6.2,0,3.09,4.6,0,23,0,0,13,3.6265,0.27,0.96
10/6/2021 22:00,6.2,0,3.09,4.6,0,23,0,0,13,3.6255,0.27,0.96
10/6/2021 23:00,6.2,0,3.09,4.6,0,23,0,0,13,3.6265,0.27,0.96
10/7/2021 0:00,6.2,0,3.095,4.6,0,23,0,0,13,3.627,0.27,0.96
10/7/2021 1:00,6.2,0,3.095,4.6,0,23,0,0,13,3.6265,0.27,0.96
10/7/2021 2:00,6.2,0,3.095,4.6,0,23,0,0,13,3.6265,0.27,0.96
10/7/2021 2:30,6.2,0,3.095,4.6,0,23,0,0,13,3.625,0.27,0.96
10/7/2021 3:00,6.2,0,3.095,4.6,0,23,0,0,13,3.6245,0.27,0.96
10/7/2021 4:00,6.2,0,3.095,4.6,0,23,0,0,13.1,3.624,0.27,0.96
10/7/2021 5:00,6.2,0,3.1,4.6,0,23,0,0,13.2,3.624,0.27,0.96
10/7/2021 6:00,6.2,0,3.1,4.6,0,23,0,0,13.3,3.6225,0.27,0.96
10/7/2021 7:00,6.21,0,3.1,4.6,0,23,0,0,13.4,3.625,0.27,0.96
10/7/2021 8:00,6.22,0,3.1,4.6,0,23,0,0,13.5,3.625,0.27,0.96
10/7/2021 9:00,6.23,0,3.1,4.6,0,23,0,0,13.6,3.6255,0.27,0.96
10/7/2021 10:00,6.24,0,3.1,4.6,0,23,0,0,13.7,3.624,0.27,0.96
10/7/2021 11:00,6.25,0,3.1,4.6,0,23,0,0,13.8,3.6245,0.27,0.96
10/7/2021 12:00,6.26,0,3.1,4.6,0,23,0,0,13.9,3.6235,0.27,0.96
10/7/2021 13:00,6.27,0,3.1,4.6,0,23,0,0,14,3.6225,0.27,0.96
10/7/2021 14:00,6.28,0,3.1,4.6,0,23,0,0,14,3.6245,0.27,0.96
10/7/2021 15:00,6.29,0,3.1,4.61,0,23,0,0,14,3.6245,0.27,0.96
10/7/2021 16:00,6.3,0,3.1,4.61,0,23,0,0,14,3.6255,0.27,0.96
10/7/2021 17:00,6.3,0,3.1,4.62,0,23,0,0,14,3.6265,0.27,0.96
10/7/2021 18:00,6.3,0,3.1,4.63,0,23,0,0,14,3.6265,0.27,0.96
10/7/2021 19:00,6.3,0,3.1,4.64,0,23,0,0,14,3.627,0.27,0.96
10/7/2021 20:00,6.3,0,3.1,4.65,0,23,0,0,14,3.6285,0.27,0.96
10/7/2021 21:00,6.3,0,3.1,4.66,0,23,0,0,14,3.6295,0.27,0.96
10/7/2021 22:00,6.3,0,3.1,4.67,0,23,0,0,14,3.6295,0.27,0.96
10/7/2021 23:00,6.3,0,3.1,4.68,0,23,0,0,14,3.632,0.27,0.96
10/8/2021 0:00,6.3,0,3.1,4.69,0,23,0,0,14,3.632,0.27,0.96
10/8/2021 1:00,6.3,0,3.1,4.69,0,23,0,0,14,3.6325,0.27,0.96
10/8/2021 2:00,6.3,0,3.1,4.7,0,23,0,0,14,3.632,0.27,0.96
10/8/2021 2:30,6.3,0,3.1,4.7,0,23,0,0,14,3.6295,0.27,0.96
10/8/2021 3:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6285,0.27,0.96
10/8/2021 4:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6275,0.27,0.96
10/8/2021 5:00,6.3,0,3.1,4.7,0,23,0,0,14,3.628,0.27,0.96
10/8/2021 6:00,6.3,0,3.1,4.7,0,23,0,0,14,3.628,0.27,0.96
10/8/2021 7:00,6.3,0,3.1,4.7,0,23,0,0,14,3.626,0.27,0.96
10/8/2021 8:00,6.3,0,3.1,4.7,0,23,0,0,14,3.627,0.27,0.96
10/8/2021 9:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6235,0.27,0.96
10/8/2021 10:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6225,0.27,0.96
10/8/2021 11:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6215,0.27,0.96
10/8/2021 12:00,6.3,0,3.1,4.7,0,23,0,0,14,3.621,0.27,0.96
10/8/2021 13:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6195,0.27,0.96
10/8/2021 14:00,6.3,0,3.1,4.7,0,23,0,0,14,3.619,0.27,0.96
10/8/2021 15:00,6.3,0,3.1,4.7,0,23,0,0,14,3.62,0.27,0.96
10/8/2021 16:00,6.3,0,3.1,4.7,0,23,0,0,14,3.622,0.27,0.96
10/8/2021 17:00,6.3,0,3.1,4.7,0,23,0,0,14,3.623,0.27,0.96
10/8/2021 18:00,6.3,0,3.1,4.7,0,23,0,0,14,3.622,0.27,0.96
10/8/2021 19:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6235,0.27,0.96
10/8/2021 20:00,6.3,0,3.1,4.7,0,23,0,0,14,3.626,0.27,0.96
10/8/2021 21:00,6.3,0,3.1,4.7,0,23,0,0,14,3.627,0.27,0.96
10/8/2021 22:00,6.3,0,3.1,4.7,0,23,0,0,14,3.628,0.27,0.96
10/8/2021 23:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6275,0.27,0.96
10/9/2021 0:00,6.3,0,3.1,4.7,0,23,0,0,14,3.629,0.27,0.96
10/9/2021 1:00,6.3,0,3.1,4.7,0,23,0,0,14,3.6295,0.27,0.96
10/9/2021 2:00,6.31,0,3.1,4.7,0,23,0,0,14,3.63,0.27,0.96
10/9/2021 2:30,6.31,0,3.1,4.7,0,23,0,0,14,3.6345,0.27,0.96
10/9/2021 3:00,6.32,0,3.1,4.7,0,23,0,0,14,3.634,0.27,0.96
10/9/2021 4:00,6.33,0,3.1,4.7,0,23,0,0,14,3.6375,0.27,0.96
10/9/2021 5:00,6.34,0,3.1,4.7,0,23,0,0,14,3.6375,0.27,0.96
10/9/2021 6:00,6.35,0,3.1,4.7,0,23,0,0,14,3.638,0.27,0.96
10/9/2021 7:00,6.36,0,3.1,4.7,0,23,0,0,14,3.6385,0.27,0.96
10/9/2021 8:00,6.37,0,3.1,4.7,0,23,0,0,14,3.6395,0.27,0.96
10/9/2021 9:00,6.38,0,3.1,4.7,0,23,0,0,14,3.642,0.27,0.96
10/9/2021 10:00,6.39,0,3.1,4.7,0,23,0,0,14,3.6435,0.27,0.96
10/9/2021 11:00,6.39,0,3.1,4.7,0,23,0,0,14,3.64,0.27,0.96
10/9/2021 12:00,6.4,0,3.1,4.7,0,23,0,0,14,3.64,0.27,0.96
10/9/2021 13:00,6.4,0,3.1,4.7,0,23,0,0,14,3.6405,0.27,0.96
10/9/2021 14:00,6.4,0,3.1,4.7,0,23,0,0,14,3.638,0.27,0.96
10/9/2021 15:00,6.4,0,3.1,4.7,0,23,0,0,14,3.6345,0.27,0.96
10/9/2021 16:00,6.4,0,3.1,4.7,0,23,0,0,14,3.6355,0.27,0.96
10/9/2021 17:00,6.4,0,3.1,4.7,0,23.1,0,0,14,3.6335,0.27,0.96
10/9/2021 18:00,6.4,0,3.1,4.7,0,23.1,0,0,14,3.6335,0.27,0.96
10/9/2021 19:00,6.4,0,3.1,4.7,0,23.1,0,0,14,3.6315,0.27,0.96
10/9/2021 20:00,6.4,0,3.1,4.7,0,23.1,0,0,14,3.629,0.27,0.96
10/9/2021 21:00,6.4,0,3.1,4.7,0,23.2,0,0,14,3.63,0.27,0.96
10/9/2021 22:00,6.4,0,3.1,4.7,0,23.2,0,0,14,3.629,0.27,0.96
10/9/2021 23:00,6.4,0,3.1,4.7,0,23.2,0,0,14,3.63,0.27,0.96
10/10/2021 0:00,6.4,0,3.1,4.7,0,23.3,0,0,14,3.629,0.27,0.96
10/10/2021 1:00,6.4,0,3.1,4.7,0,23.4,0,0,14,3.6295,0.27,0.96
10/10/2021 2:00,6.4,0,3.1,4.7,0,23.5,0,0,14,3.628,0.27,0.96
10/10/2021 2:30,6.4,0,3.1,4.7,0,23.4,0,0,14,3.629,0.27,0.96
10/10/2021 3:00,6.4,0,3.1,4.7,0,23.5,0,0,14,3.628,0.27,0.96
10/10/2021 4:00,6.4,0,3.1,4.7,0,23.6,0,0,14,3.626,0.27,0.96
10/10/2021 5:00,6.4,0,3.1,4.7,0,23.7,0,0,14,3.622,0.27,0.96
10/10/2021 6:00,6.4,0,3.1,4.7,0,23.7,0,0,14,3.623,0.27,0.96
10/10/2021 7:00,6.4,0,3.1,4.7,0,23.8,0,0,14,3.622,0.27,0.96
10/10/2021 8:00,6.4,0,3.1,4.7,0,23.9,0,0,14,3.6195,0.27,0.96
10/10/2021 9:00,6.4,0,3.1,4.7,0,23.9,0,0,14,3.622,0.27,0.96
10/10/2021 10:00,6.4,0,3.1,4.7,0,23.9,0,0,14,3.6235,0.27,0.96
10/10/2021 11:00,6.4,0,3.1,4.7,0,23.9,0,0,14,3.6255,0.27,0.96
10/10/2021 12:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6285,0.27,0.96
10/10/2021 13:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6305,0.27,0.96
10/10/2021 14:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6325,0.27,0.96
10/10/2021 15:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6345,0.27,0.96
10/10/2021 16:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6355,0.27,0.96
10/10/2021 17:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6375,0.27,0.96
10/10/2021 18:00,6.4,0,3.1,4.7,0,24,0,0,14,3.636,0.27,0.96
10/10/2021 19:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6365,0.27,0.96
10/10/2021 20:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6375,0.27,0.96
10/10/2021 21:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6385,0.27,0.96
10/10/2021 22:00,6.4,0,3.1,4.7,0,24,0,0,14,3.637,0.27,0.96
10/10/2021 23:00,6.4,0,3.1,4.7,0,24,0,0,14,3.6375,0.27,0.96
10/11/2021 0:00,6.41,0,3.1,4.7,0,24,0,0,14,3.641,0.27,0.96
10/11/2021 1:00,6.42,0,3.1,4.7,0,24,0,0,14,3.641,0.27,0.96
10/11/2021 2:00,6.43,0,3.1,4.71,0,24,0,0,14,3.6405,0.27,0.96
10/11/2021 2:30,6.44,0,3.1,4.72,0,24,0,0,14,3.643,0.27,0.96
10/11/2021 3:00,6.45,0,3.1,4.72,0,24,0,0,14,3.6435,0.27,0.96
10/11/2021 4:00,6.46,0,3.1,4.73,0,24,0,0,14,3.6425,0.27,0.96
10/11/2021 5:00,6.47,0,3.1,4.74,0,24,0,0,14,3.6435,0.27,0.96
10/11/2021 6:00,6.48,0,3.1,4.75,0,24,0,0,14,3.6425,0.27,0.96
10/11/2021 7:00,6.49,0,3.1,4.76,0,24,0,0,14,3.641,0.27,0.96
10/11/2021 8:00,6.5,0,3.1,4.77,0,24,0,0,14,3.642,0.27,0.96
10/11/2021 9:00,6.5,0,3.1,4.78,0,24,0,0,14,3.6425,0.27,0.96
10/11/2021 10:00,6.5,0,3.1,4.79,0,24,0,0,14,3.642,0.27,0.96
10/11/2021 11:00,6.5,0,3.1,4.79,0,24,0,0,14,3.6425,0.27,0.96
10/11/2021 12:00,6.5,0,3.1,4.79,0,24,0,0,14,3.6415,0.27,0.96
10/11/2021 13:00,6.5,0,3.1,4.8,0,24,0,0,14,3.644,0.27,0.96
10/11/2021 14:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6435,0.27,0.96
10/11/2021 15:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6425,0.27,0.96
10/11/2021 16:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6435,0.27,0.96
10/11/2021 17:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6445,0.27,0.96
10/11/2021 18:00,6.5,0,3.1,4.8,0,24,0,0,14,3.644,0.27,0.96
10/11/2021 19:00,6.5,0,3.1,4.8,0,24,0,0,14,3.643,0.27,0.96
10/11/2021 20:00,6.5,0,3.1,4.8,0,24,0,0,14,3.643,0.27,0.96
10/11/2021 21:00,6.5,0,3.1,4.8,0,24,0,0,14,3.644,0.27,0.96
10/11/2021 22:00,6.5,0,3.1,4.8,0,24,0,0,14,3.642,0.27,0.96
10/11/2021 23:00,6.5,0,3.1,4.8,0,24,0,0,14,3.644,0.27,0.96
10/12/2021 0:00,6.5,0,3.1,4.8,0,24,0,0,14,3.643,0.27,0.96
10/12/2021 1:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6425,0.27,0.96
10/12/2021 2:00,6.5,0,3.1,4.8,0,24,0,0,14,3.64,0.27,0.96
10/12/2021 2:30,6.5,0,3.1,4.8,0,24,0,0,14,3.641,0.27,0.96
10/12/2021 3:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6415,0.27,0.96
10/12/2021 4:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6395,0.27,0.96
10/12/2021 5:00,6.5,0,3.1,4.8,0,24,0,0,14,3.641,0.27,0.96
10/12/2021 6:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6405,0.27,0.96
10/12/2021 7:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6395,0.27,0.96
10/12/2021 8:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6385,0.27,0.96
10/12/2021 9:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6395,0.27,0.96
10/12/2021 10:00,6.5,0,3.1,4.8,0,24,0,0,14,3.64,0.27,0.96
10/12/2021 11:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6405,0.27,0.96
10/12/2021 12:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6405,0.27,0.96
10/12/2021 13:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6415,0.27,0.96
10/12/2021 14:00,6.5,0,3.1,4.8,0,24,0,0,14,3.641,0.27,0.96
10/12/2021 15:00,6.5,0,3.1,4.8,0,24,0,0,14,3.643,0.27,0.96
10/12/2021 16:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6425,0.27,0.96
10/12/2021 17:00,6.5,0,3.1,4.8,0,24,0,0,14,3.643,0.27,0.96
10/12/2021 18:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6425,0.27,0.96
10/12/2021 19:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6445,0.27,0.96
10/12/2021 20:00,6.5,0,3.1,4.8,0,24,0,0,14,3.645,0.27,0.96
10/12/2021 21:00,6.5,0,3.1,4.8,0,24,0,0,14,3.646,0.27,0.96
10/12/2021 22:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6485,0.27,0.96
10/12/2021 23:00,6.5,0,3.1,4.8,0,24,0,0,14,3.647,0.27,0.96
10/13/2021 0:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6485,0.27,0.96
10/13/2021 1:00,6.5,0,3.1,4.8,0,24,0,0,14,3.648,0.27,0.96
10/13/2021 2:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6495,0.27,0.96
10/13/2021 2:30,6.5,0,3.1,4.8,0,24,0,0,14,3.6485,0.27,0.96
10/13/2021 3:00,6.5,0,3.1,4.8,0,24,0,0,14,3.6475,0.27,0.96
10/13/2021 4:00,6.5,0,3.105,4.8,0,24,0,0,14,3.6455,0.2665,0.9405
10/13/2021 5:00,6.5,0,3.11,4.8,0,24,0,0,14,3.643,0.263,0.921
10/13/2021 6:00,6.5,0,3.115,4.8,0,24,0,0,14,3.6435,0.2595,0.9015
10/13/2021 7:00,6.5,0,3.12,4.8,0,24,0,0,14,3.643,0.256,0.882
10/13/2021 8:00,6.5,0.25,3.125,4.8,0,24,0,0,14,3.6435,0.2525,0.8625
10/13/2021 9:00,6.52,0.85,3.13,4.81,0,24,0,0,14.1,3.642,0.249,0.843
10/13/2021 10:00,6.54,1.44,3.135,4.82,0,24,0,0,14.2,3.642,0.2455,0.8235
10/13/2021 11:00,6.56,2.04,3.14,4.83,0,24,0,0,14.3,3.6435,0.242,0.804
10/13/2021 12:00,6.58,2.63,3.145,4.84,0,24,0,0,14.4,3.6445,0.2385,0.7845
10/13/2021 13:00,6.6,3.23,3.15,4.85,0,24,0,0,14.5,3.6485,0.235,0.765
10/13/2021 14:00,6.62,3.82,3.155,4.86,0,24,0,0,14.6,3.649,0.2315,0.7455
10/13/2021 16:00,6.64,4.41,3.16,4.87,0,24,0,0,14.7,3.653,0.228,0.726
10/13/2021 17:00,6.66,5.01,3.165,4.88,0,24,0,0,14.8,3.6575,0.2245,0.7065
10/13/2021 18:00,6.68,5.6,3.17,4.89,0,24,0,0,14.9,3.658,0.221,0.687
10/13/2021 19:00,6.7,5.95,3.175,4.9,0,24,0,0,15,3.6625,0.2175,0.6675
10/13/2021 20:00,6.7,5.95,3.18,4.9,0,24,0,0,15,3.666,0.214,0.648
10/13/2021 21:00,6.7,5.96,3.185,4.9,0,24,0,0,15,3.671,0.2105,0.6285
10/13/2021 22:00,6.71,5.97,3.19,4.91,0,24.1,0,0,15,3.672,0.207,0.609
10/13/2021 23:00,6.72,5.97,3.195,4.92,0,24.2,0,0,15,3.6785,0.2035,0.5895
10/14/2021 0:00,6.73,5.98,3.2,4.93,0,24.3,0,0,15,3.6845,0.2,0.57
10/14/2021 1:00,6.74,5.99,3.2,4.94,0,24.4,0,0,15,3.6915,0.2,0.57
10/16/2021 2:00,6.75,6,3.2,4.95,0,24.5,0,0,15,3.6985,0.2,0.57
10/16/2021 2:30,6.76,6.01,3.2,4.96,0,24.6,0,0,15,3.702,0.2,0.57
10/16/2021 3:00,6.77,6.02,3.2,4.97,0,24.7,0,0,15,3.7095,0.2,0.57
10/16/2021 4:00,6.78,6.02,3.2,4.98,0,24.8,0,0,15,3.7145,0.2,0.57
10/16/2021 5:00,6.79,6.02,3.2,4.99,0,24.9,0,0,15,3.72,0.2,0.57
10/16/2021 6:00,6.8,6.02,3.2,5,0,25,0,0,15,3.7245,0.2,0.57
10/16/2021 7:00,6.8,6.01,3.2,5,0,25,0,0,15,3.728,0.2,0.57
10/16/2021 8:00,6.8,6.01,3.2,5,0,25,0,0,15,3.7305,0.2,0.57
10/16/2021 9:00,6.8,6,3.2,5,0,25,0,0,15,3.7305,0.2,0.57
10/16/2021 10:00,6.8,5.99,3.2,5,0,25,0,0,15,3.7345,0.2,0.57
10/16/2021 11:00,6.8,5.99,3.2,5,0,25,0,0,15,3.7325,0.2,0.57
10/16/2021 12:00,6.82,5.98,3.2,5,0,25,0,0,15.1,3.735,0.2,0.57
10/16/2021 13:00,6.84,5.98,3.2,5,0,25,0,0,15.2,3.736,0.2,0.57
10/16/2021 14:00,6.86,5.99,3.2,5.01,0,25,0,0,15.3,3.737,0.2,0.57
10/16/2021 15:00,6.88,5.99,3.2,5.02,0,25,0,0,15.4,3.7385,0.2,0.57
10/18/2021 2:30,6.9,5.99,3.2,5.03,0,25,0,0,15.5,3.741,0.2,0.57
10/18/2021 4:00,6.92,5.98,3.2,5.04,0,25,0,0,15.6,3.7425,0.2,0.57
10/18/2021 12:00,6.94,5.99,3.2,5.05,0,25,0,0,15.7,3.741,0.2,0.57
10/18/2021 13:00,6.96,5.99,3.2,5.06,0,25,0,0,15.8,3.7415,0.2,0.57
10/18/2021 14:00,6.98,5.99,3.2,5.07,0,25,0,0,15.9,3.7425,0.2,0.57
10/18/2021 15:00,7,5.99,3.2,5.08,0,25,0,0,16,3.7425,0.2,0.57
10/18/2021 16:00,7,5.99,3.2,5.09,0,25,0,0,16,3.742,0.2,0.57
10/18/2021 17:00,7,5.99,3.2,5.1,0,25,0,0,16,3.738,0.2,0.57
10/18/2021 18:00,7,5.98,3.2,5.1,0,25,0,0,16,3.7375,0.2,0.57
10/18/2021 19:00,7,5.99,3.2,5.1,0,25,0,0,16,3.738,0.2,0.57
10/18/2021 20:00,7,6,3.2,5.1,0,25,0,0,16,3.7385,0.2,0.57
10/18/2021 21:00,7,6.01,3.2,5.1,0,25,0,0,16,3.7375,0.2,0.57
10/18/2021 22:00,7,6.01,3.2,5.1,0,25,0,0,16,3.738,0.2,0.57
10/18/2021 23:00,7,6.01,3.2,5.1,0,25,0,0,16,3.7365,0.2,0.57
10/19/2021 0:00,7,6.01,3.2,5.1,0,25,0,0,16,3.7345,0.2,0.57
10/19/2021 1:00,7,6.01,3.2,5.1,0,25,0,0,16,3.738,0.2,0.57
10/19/2021 2:00,7,6.02,3.2,5.1,0,25,0,0,16,3.7365,0.2,0.57
10/19/2021 2:30,7,6.02,3.2,5.1,0,25,0,0,16,3.7375,0.2,0.57
10/19/2021 3:00,7,6.02,3.2,5.1,0,25,0,0,16,3.736,0.2,0.57
10/19/2021 4:00,7,6.01,3.2,5.1,0,25,0,0,16,3.735,0.2,0.57
10/19/2021 5:00,7,6,3.2,5.1,0,25,0,0,16,3.7315,0.2,0.57
10/19/2021 6:00,7,6,3.2,5.1,0,25,0,0,16,3.7315,0.2,0.57
10/19/2021 7:00,7,6,3.2,5.1,0,25.1,0,0,16,3.7335,0.2,0.57
10/19/2021 8:00,7,6,3.2,5.1,0,25.1,44.2,28.7285,16,3.734,0.2015,0.586
10/19/2021 9:00,7,6.01,3.2,5.1,0,25.1,44.2,28.7285,16,3.7305,0.2075,0.5935
10/19/2021 10:00,7.01,6.01,3.2,5.1,0,25.2,88.45,57.487,16,3.732,0.213,0.5965
10/19/2021 11:00,7.02,6,3.2,5.1,0,25.3,104.85,68.135,16,3.7335,0.213,0.601
10/19/2021 12:00,7.03,6,3.2,5.1,0,25.4,149.1,68.5435,16,3.734,0.2155,0.6175
10/19/2021 13:00,7.04,6,3.2,5.1,0,25.5,193.4,97.328,16,3.732,0.218,0.634
10/19/2021 14:00,7.05,6,3.2,5.1,0,25.6,237.7,126.1135,16,3.7325,0.2205,0.6505
10/19/2021 15:00,7.06,6,3.2,5.1,0,25.7,281.9,154.849,16,3.7305,0.223,0.667
10/19/2021 16:00,7.07,6,3.2,5.1,0,25.8,326.2,183.6325,16,3.728,0.2255,0.6835
10/19/2021 17:00,7.08,6.01,3.2,5.1,4.3,25.8,370.55,212.4525,16,3.7245,0.228,0.7
10/19/2021 18:00,7.09,6.01,3.2,5.1,4.301,25.9,414.9,241.271,16,3.726,0.2305,0.7165
10/19/2021 19:00,7.1,6.01,3.2,5.1,4.302,26,459.25,270.0875,16,3.7255,0.233,0.733
10/19/2021 20:00,7.1,6.01,3.2,5.1,4.303,26,503.6,298.901,16,3.7205,0.2355,0.7495
10/19/2021 21:00,7.1,6.01,3.2,5.1,4.304,26,547.95,327.713,16,3.718,0.238,0.766
10/19/2021 22:00,7.1,6.01,3.2,5.1,4.304,26,592.25,356.5195,16,3.7165,0.2405,0.7825
10/19/2021 23:00,7.1,6.02,3.2,5.1,4.304,26,636.55,385.319,16,3.7145,0.243,0.799
10/20/2021 0:00,7.1,6.02,3.2,5.1,4.304,26,680.8,414.078,16,3.7125,0.2455,0.8155
10/20/2021 1:00,7.1,6.03,3.2,5.1,4.304,26,725.1,442.87,16,3.708,0.248,0.832
10/20/2021 2:00,7.1,6.04,3.2,5.1,4.304,26,769.4,471.66,16,3.7085,0.2505,0.8485
10/20/2021 2:30,7.1,6.03,3.2,5.1,0.004,26,813.7,500.448,16,3.706,0.253,0.865
10/20/2021 3:00,7.1,6.03,3.2,5.1,0.003,26,813.8,500.5085,16,3.7035,0.254,0.8655
10/20/2021 4:00,7.1,6.03,3.2,5.1,0.002,26,858.1,529.2935,16,3.705,0.2505,0.8745
10/20/2021 5:00,7.1,6.03,3.2,5.1,0.001,26,858.15,529.3205,16,3.7025,0.2475,0.888
10/20/2021 6:00,7.1,6.04,3.2,5.1,0,26,886.05,547.4565,16,3.7,0.25,0.9
10/20/2021 7:00,7.1,6.05,3.2,5.1,0,26,886.1,575.8345,16,3.7,0.25,0.9
10/20/2021 8:00,7.1,6.05,3.2,5.1,0,26,886.1,575.838,16,3.7025,0.25,0.9
10/20/2021 9:00,7.1,6.05,3.2,5.1,0,26,886.1,575.838,16,3.701,0.25,0.9
10/20/2021 10:00,7.1,6.05,3.2,5.1,0,26,886.2,575.882,16,3.7025,0.25,0.9
10/20/2021 11:00,7.1,6.05,3.2,5.1,0,26,886.2,575.8805,16,3.7025,0.25,0.9
10/20/2021 12:00,7.1,6.04,3.2,5.1,0,26,886.15,575.841,16,3.7045,0.25,0.9
10/20/2021 13:00,7.1,6.05,3.2,5.1,0,26,886.05,575.8,16,3.6995,0.25,0.9
10/20/2021 14:00,7.1,6.05,3.2,5.1,0,26,886,575.763,16,3.702,0.25,0.9
10/20/2021 15:00,7.1,6.06,3.2,5.1,0,26,885.95,575.7495,16,3.704,0.25,0.9
